loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag
5000.0,5000.0,5000.0,0.0,6.46,153.16,3.0,16.0,0.0,80000.0,0.0,0.0,0.0,1.0,5.27,0.0,0.0,4.0,0.0,2450.0,20.8,6.0,0.0,4746.83,4746.83,296.45,296.45,253.17,43.28,0.0,0.0,0.0,153.16,0.0,1.0,0.0,0.0,0.0,4692.0,1.0,1.0,0.0,0.0,53.0,2242.0,13.0,1.0,1.0,0.0,16.0,11800.0,0.0,4.0,0.0,1.0,1173.0,3300.0,0.0,0.0,0.0,74.0,52.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,28529.0,4692.0,3300.0,16729.0,0.0,0.0,0.0
15000.0,15000.0,15000.0,0.0,7.56,467.01,3.0,22.0,0.0,56000.0,0.0,0.0,0.0,1.0,10.54,0.0,0.0,5.0,0.0,15744.0,53.0,13.0,0.0,14252.63,14252.63,921.42,921.42,747.37,174.05,0.0,0.0,0.0,467.01,0.0,1.0,0.0,0.0,290.0,15744.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,7890.0,53.0,29700.0,0.0,4.0,0.0,0.0,3149.0,8156.0,63.3,0.0,0.0,174.0,195.0,31.0,31.0,0.0,98.0,0.0,0.0,3.0,4.0,4.0,8.0,3.0,5.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,29700.0,15744.0,22200.0,0.0,0.0,0.0,0.0
37000.0,37000.0,37000.0,1.0,10.33,792.17,2.0,19.0,2.0,230000.0,1.0,0.0,0.0,0.0,9.51,5.0,0.0,12.0,0.0,34634.0,76.8,22.0,0.0,36048.6,36048.6,1541.87,1541.87,951.4,590.47,0.0,0.0,0.0,792.17,0.0,1.0,0.0,0.0,0.0,256677.0,0.0,3.0,0.0,1.0,23.0,28164.0,54.0,0.0,0.0,11269.0,65.0,45100.0,0.0,4.0,0.0,1.0,21390.0,3136.0,91.5,0.0,0.0,153.0,216.0,30.0,23.0,3.0,30.0,0.0,0.0,5.0,7.0,5.0,6.0,8.0,8.0,11.0,7.0,12.0,0.0,0.0,1.0,0.0,77.3,100.0,0.0,0.0,327280.0,62798.0,37000.0,52180.0,0.0,1.0,0.0
25000.0,25000.0,25000.0,1.0,10.33,535.25,2.0,19.0,0.0,91000.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,15.0,0.0,25996.0,68.2,30.0,0.0,24358.08,24358.08,955.73,955.73,641.92,313.81,0.0,0.0,0.0,535.25,0.0,1.0,0.0,0.0,385.0,71951.0,0.0,4.0,1.0,1.0,7.0,45955.0,65.0,0.0,5.0,7321.0,66.0,38100.0,0.0,10.0,0.0,6.0,4797.0,3193.0,86.8,0.0,0.0,122.0,155.0,14.0,7.0,0.0,14.0,16.0,0.0,5.0,9.0,5.0,7.0,13.0,11.0,17.0,9.0,15.0,0.0,0.0,0.0,1.0,96.7,100.0,0.0,0.0,108925.0,71951.0,24200.0,70825.0,0.0,1.0,0.0
10800.0,10800.0,10800.0,0.0,19.92,400.93,1.0,15.0,0.0,27000.0,1.0,0.0,0.0,0.0,7.07,0.0,0.0,4.0,0.0,773.0,30.9,16.0,0.0,10353.02,10353.02,789.91,789.91,446.98,342.93,0.0,0.0,0.0,400.93,0.0,1.0,1.0,0.0,0.0,1337.0,0.0,1.0,1.0,2.0,8.0,564.0,44.0,2.0,2.0,351.0,35.0,2500.0,2.0,7.0,2.0,4.0,334.0,1649.0,17.6,0.0,0.0,80.0,80.0,7.0,7.0,0.0,7.0,10.0,4.0,1.0,2.0,2.0,7.0,6.0,3.0,10.0,2.0,4.0,0.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,3782.0,1337.0,2000.0,1282.0,0.0,0.0,0.0
9500.0,9500.0,9500.0,0.0,15.02,329.42,0.0,4.0,0.0,56000.0,0.0,0.0,0.0,0.0,2.25,0.0,3.0,4.0,0.0,4189.0,23.1,14.0,0.0,9076.34,9076.34,650.91,650.91,423.66,227.25,0.0,0.0,0.0,329.42,0.0,1.0,0.0,0.0,0.0,4189.0,4.0,0.0,4.0,5.0,5.0,0.0,0.0,2.0,3.0,3621.0,23.0,18100.0,3.0,0.0,5.0,8.0,1047.0,8911.0,32.0,0.0,0.0,134.0,196.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,7.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,6.0,78.6,33.3,0.0,0.0,18100.0,4189.0,13100.0,0.0,0.0,0.0,0.0
40000.0,40000.0,40000.0,0.0,11.8,1324.76,2.0,14.0,0.0,110000.0,2.0,0.0,0.0,0.0,4.13,1.0,0.0,5.0,0.0,2899.0,27.6,12.0,0.0,38127.99,38127.99,2610.19,2610.19,1872.01,738.18,0.0,0.0,0.0,1324.76,0.0,1.0,0.0,0.0,0.0,279096.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2858.0,28.0,10500.0,0.0,0.0,0.0,0.0,55819.0,7601.0,27.6,0.0,0.0,46.0,257.0,64.0,42.0,2.0,68.0,0.0,0.0,2.0,2.0,3.0,5.0,1.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,398615.0,13228.0,10500.0,0.0,0.0,0.0,0.0
15000.0,15000.0,15000.0,1.0,10.72,324.05,2.0,18.0,1.0,48000.0,0.0,1.0,0.0,0.0,29.85,0.0,0.0,12.0,0.0,54588.0,51.0,18.0,0.0,0.0,0.0,15121.994062548702,15121.99,15000.0,121.99,0.0,0.0,0.0,14735.39,0.0,1.0,1.0,0.0,0.0,189311.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,1.0,2.0,22076.0,51.0,107000.0,0.0,5.0,0.0,2.0,15776.0,37451.0,48.3,0.0,0.0,95.0,149.0,7.0,7.0,1.0,7.0,13.0,0.0,5.0,6.0,7.0,7.0,4.0,11.0,13.0,6.0,12.0,0.0,0.0,0.0,1.0,100.0,14.3,0.0,0.0,260600.0,54588.0,72500.0,0.0,0.0,0.0,0.0
15000.0,15000.0,15000.0,1.0,17.97,380.66,1.0,2.0,1.0,65000.0,2.0,0.0,0.0,1.0,15.53,0.0,0.0,7.0,0.0,8678.0,99.0,18.0,0.0,14685.59,14685.59,738.86,738.86,314.41,424.45,0.0,0.0,0.0,380.66,0.0,1.0,0.0,0.0,0.0,343188.0,0.0,2.0,0.0,1.0,16.0,29351.0,83.0,0.0,1.0,3512.0,99.0,8750.0,0.0,0.0,0.0,3.0,49026.0,2188.0,99.0,0.0,0.0,153.0,58.0,23.0,11.0,4.0,23.0,13.0,0.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,354069.0,38029.0,8750.0,35377.0,0.0,0.0,0.0
20000.0,20000.0,20000.0,1.0,27.27,613.94,4.0,17.0,2.0,49000.0,1.0,0.0,0.0,0.0,23.22,2.0,2.0,6.0,0.0,25869.0,77.7,13.0,0.0,19677.5,19677.5,1182.43,1182.43,322.5,859.93,0.0,0.0,0.0,613.94,0.0,1.0,0.0,0.0,0.0,43749.0,2.0,1.0,1.0,1.0,5.0,17880.0,66.0,1.0,1.0,15652.0,72.0,33300.0,1.0,2.0,2.0,2.0,7292.0,2412.0,90.7,0.0,0.0,111.0,201.0,1.0,1.0,1.0,130.0,1.0,0.0,2.0,5.0,2.0,4.0,5.0,5.0,7.0,5.0,6.0,0.0,0.0,0.0,2.0,76.9,100.0,0.0,0.0,60449.0,43749.0,25800.0,27149.0,0.0,0.0,0.0
24000.0,24000.0,24000.0,0.0,7.56,747.22,3.0,22.0,2.0,102000.0,0.0,0.0,0.0,0.0,18.99,0.0,0.0,7.0,0.0,16479.0,44.9,16.0,0.0,22804.21,22804.21,1479.32,1479.32,1195.79,283.53,0.0,0.0,0.0,747.22,0.0,1.0,0.0,0.0,0.0,40763.0,1.0,3.0,1.0,1.0,1.0,24284.0,59.0,1.0,1.0,9186.0,52.0,36700.0,0.0,8.0,0.0,2.0,5823.0,10814.0,45.9,0.0,0.0,135.0,323.0,11.0,1.0,1.0,11.0,0.0,0.0,1.0,2.0,2.0,3.0,9.0,4.0,6.0,2.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,77750.0,40763.0,20000.0,41050.0,0.0,0.0,0.0
10000.0,10000.0,10000.0,0.0,11.8,331.19,2.0,14.0,2.0,42000.0,0.0,0.0,0.0,1.0,24.26,0.0,0.0,5.0,0.0,4305.0,34.4,17.0,0.0,9532.0,9532.0,645.99,645.99,468.0,177.99,0.0,0.0,0.0,331.19,0.0,1.0,0.0,0.0,0.0,48938.0,0.0,1.0,1.0,1.0,12.0,44633.0,0.0,0.0,2.0,2654.0,34.0,12500.0,1.0,12.0,2.0,3.0,9788.0,2346.0,53.1,0.0,0.0,117.0,117.0,15.0,12.0,0.0,18.0,12.0,0.0,1.0,2.0,1.0,1.0,11.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,62500.0,48938.0,5000.0,50000.0,0.0,0.0,0.0
10000.0,10000.0,10000.0,0.0,14.47,344.07,0.0,5.0,2.0,45000.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0,5.0,0.0,2218.0,54.1,8.0,0.0,9550.33,9550.33,672.06,672.06,449.67,222.39,0.0,0.0,0.0,344.07,0.0,1.0,0.0,0.0,0.0,11635.0,2.0,2.0,2.0,2.0,1.0,9417.0,98.0,1.0,1.0,1092.0,85.0,4100.0,0.0,6.0,0.0,3.0,2327.0,1708.0,52.6,0.0,0.0,35.0,41.0,12.0,1.0,0.0,12.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,13678.0,11635.0,3600.0,9578.0,0.0,0.0,0.0
8000.0,8000.0,8000.0,0.0,13.56,271.72,0.0,0.0,1.0,46000.0,1.0,0.0,0.0,0.0,22.64,0.0,0.0,8.0,0.0,6916.0,48.4,13.0,0.0,7359.49,7359.49,803.11,803.11,640.51,162.6,0.0,0.0,0.0,271.72,0.0,1.0,0.0,0.0,820.0,189134.0,0.0,1.0,1.0,2.0,10.0,32655.0,94.0,1.0,4.0,4461.0,81.0,14300.0,2.0,4.0,1.0,8.0,27019.0,1290.0,83.5,0.0,0.0,38.0,139.0,11.0,10.0,2.0,19.0,11.0,1.0,2.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,205017.0,39571.0,7800.0,34597.0,0.0,1.0,0.0
2100.0,2100.0,2100.0,0.0,10.33,68.09,2.0,19.0,1.0,42000.0,1.0,0.0,0.0,0.0,29.14,0.0,0.0,24.0,0.0,14980.0,58.3,48.0,0.0,1999.54,1999.54,131.36,131.36,100.46,30.9,0.0,0.0,0.0,68.09,0.0,1.0,0.0,0.0,3632.0,200459.0,3.0,13.0,2.0,5.0,2.0,78075.0,106.0,2.0,3.0,5993.0,88.0,25700.0,0.0,6.0,1.0,8.0,8716.0,2907.0,67.3,0.0,0.0,132.0,341.0,5.0,2.0,2.0,5.0,9.0,0.0,1.0,5.0,2.0,2.0,18.0,10.0,28.0,5.0,24.0,0.0,0.0,0.0,4.0,100.0,50.0,0.0,0.0,223918.0,93055.0,8900.0,80886.0,0.0,1.0,0.0
35000.0,35000.0,35000.0,0.0,10.33,1134.79,2.0,19.0,2.0,80000.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,7.0,0.0,56046.0,88.1,14.0,0.0,33325.83,33325.83,2229.41,2229.41,1674.17,555.24,0.0,0.0,0.0,1134.79,0.0,1.0,0.0,0.0,0.0,56046.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,24967.0,88.0,63600.0,1.0,0.0,1.0,1.0,8007.0,3249.0,93.1,0.0,0.0,129.0,307.0,29.0,19.0,0.0,29.0,4.0,0.0,5.0,7.0,5.0,8.0,4.0,7.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,63600.0,56046.0,46900.0,0.0,0.0,1.0,0.0
4200.0,4200.0,4200.0,0.0,16.14,147.95,0.0,3.0,0.0,83000.0,1.0,3.0,0.0,1.0,17.39,0.0,0.0,10.0,0.0,13794.0,80.2,15.0,0.0,4108.54,4108.54,144.18,144.18,91.46,52.72,0.0,0.0,0.0,147.95,0.0,1.0,0.0,0.0,0.0,53886.0,0.0,4.0,1.0,3.0,7.0,40092.0,83.0,2.0,3.0,6716.0,83.0,17200.0,1.0,3.0,1.0,6.0,5389.0,2406.0,85.1,0.0,0.0,162.0,50.0,7.0,7.0,0.0,7.0,9.0,0.0,5.0,5.0,5.0,5.0,8.0,6.0,6.0,5.0,10.0,0.0,0.0,0.0,3.0,100.0,60.0,0.0,0.0,65259.0,53886.0,16200.0,48059.0,0.0,0.0,0.0
30000.0,30000.0,30000.0,0.0,10.33,972.68,2.0,19.0,1.0,135000.0,0.0,0.0,0.0,0.0,33.48,0.0,1.0,19.0,0.0,12242.0,14.6,39.0,0.0,28564.99,28564.99,1910.93,1910.93,1435.01,475.92,0.0,0.0,0.0,972.68,0.0,1.0,0.0,0.0,0.0,301628.0,4.0,6.0,3.0,5.0,5.0,78021.0,65.0,2.0,3.0,5675.0,44.0,84000.0,2.0,7.0,2.0,8.0,16757.0,50749.0,19.3,0.0,0.0,129.0,185.0,4.0,4.0,1.0,4.0,5.0,0.0,4.0,5.0,7.0,13.0,18.0,12.0,20.0,5.0,19.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,435016.0,90263.0,62900.0,119216.0,0.0,0.0,0.0
28000.0,28000.0,28000.0,0.0,8.81,887.92,3.0,20.0,1.0,150000.0,0.0,0.0,0.0,0.0,15.46,1.0,0.0,11.0,0.0,16247.0,72.2,13.0,0.0,26630.28,26630.28,1769.0,1769.0,1369.72,399.28,0.0,0.0,0.0,887.92,0.0,1.0,0.0,0.0,0.0,392516.0,0.0,3.0,0.0,2.0,14.0,43703.0,61.0,1.0,3.0,5833.0,63.0,22500.0,1.0,1.0,1.0,6.0,35683.0,6145.0,68.3,0.0,0.0,162.0,91.0,11.0,11.0,2.0,16.0,6.0,1.0,5.0,6.0,6.0,6.0,4.0,7.0,7.0,6.0,11.0,0.0,0.0,0.0,1.0,84.6,33.3,0.0,0.0,436688.0,59950.0,19400.0,72283.0,0.0,1.0,0.0
10000.0,10000.0,10000.0,0.0,17.97,361.38,1.0,2.0,0.0,30000.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,0.0,938.0,9.9,17.0,0.0,9573.57,9573.57,712.78,712.78,426.43,286.35,0.0,0.0,0.0,361.38,0.0,1.0,0.0,0.0,0.0,14011.0,0.0,2.0,1.0,1.0,12.0,13073.0,82.0,1.0,2.0,938.0,55.0,9500.0,0.0,2.0,1.0,3.0,2802.0,7562.0,11.0,1.0,0.0,366.0,95.0,12.0,12.0,0.0,14.0,12.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,12.0,1.0,5.0,0.0,0.0,1.0,2.0,93.3,50.0,0.0,0.0,25360.0,14011.0,8500.0,15860.0,0.0,0.0,0.0
40000.0,40000.0,40000.0,1.0,8.19,814.7,3.0,8.0,1.0,24000.0,2.0,0.0,0.0,1.0,84.09,0.0,0.0,10.0,0.0,18728.0,62.8,24.0,0.0,38912.9,38912.9,1611.2,1611.2,1087.1,524.1,0.0,0.0,0.0,814.7,0.0,1.0,1.0,0.0,0.0,276633.0,0.0,1.0,0.0,2.0,13.0,64179.0,87.0,0.0,1.0,7731.0,78.0,29800.0,0.0,11.0,0.0,3.0,27663.0,5696.0,75.9,0.0,0.0,237.0,268.0,19.0,13.0,2.0,86.0,0.0,0.0,3.0,4.0,4.0,7.0,11.0,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,338354.0,82907.0,23600.0,83074.0,0.0,0.0,0.0
16000.0,16000.0,16000.0,1.0,14.47,376.21,0.0,5.0,1.0,50000.0,2.0,0.0,0.0,0.0,37.23,0.0,0.0,7.0,0.0,24111.0,86.1,12.0,0.0,15631.24,15631.24,739.56,739.56,368.76,370.8,0.0,0.0,0.0,376.21,0.0,1.0,1.0,0.0,0.0,284486.0,0.0,2.0,2.0,2.0,7.0,39255.0,92.0,0.0,0.0,8341.0,90.0,28000.0,0.0,6.0,1.0,2.0,40641.0,350.0,97.2,0.0,0.0,85.0,195.0,63.0,7.0,1.0,183.0,7.0,0.0,2.0,4.0,2.0,2.0,6.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,305819.0,63366.0,12500.0,42694.0,0.0,0.0,0.0
